"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_competent","model_pushyr","model_genuine","model_professional","model_credible","model_fake","model_follower","model_sincere","model_moral","model_assertive","model_charm","model_suspicious","model_peaceful","model_calm","model_subordinate","model_knowledgeable","model_sociable","model_trustworthy","model_honest","model_friendly","model_reliable","model_manipulative","model_experienced","model_respectful","model_phony","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark"
"171",1,38,"ingles","7 years",2,1,6,5,0,0,1,0,0,2,1,1,1,2,1,2,2,2,2,4,7,7,"8000",7,1,6,7,7,2,2,6,7,7,7,6,6,6,2,6,6,6,7,7,7,1,6,6,2,7,6,2,6,6,7,7,7,6,5,6,6,7,2,2,2,1,1,1,1,2,2,2,3,4," / The perfect place of rest and peace where we can think, meditate share with family and friends",2,3,2,2,1,1,2,1,1,3,1,0,0,0,0,0
"172",2,51,"English","",1,4,3,2,1,0,1,0,0,2,1,4,1,2,1,1,1,1,1,2,7,1,"799",7,4,7,7,7,7,1,6,7,1,7,2,7,7,1,6,7,7,6,6,6,1,7,7,1,6,2,6,7,7,1,6,5,6,5,6,7,7,3,2,2,3,3,2,2,2,2,2,2,2,"I like the add it tell you it is your choice and it the right choice",1,2,2,1,1,2,1,2,1,1,0,1,0,0,0,0
"173",2,67,"English","",1,5,3,4,1,1,0,1,0,2,3,3,4,3,2,3,4,4,4,3,5,3,"300",6,1,6,4,5,5,4,5,6,4,5,2,5,6,4,4,5,5,5,6,5,3,4,4,4,5,5,2,4,7,7,7,6,4,5,3,3,4,3,3,1,2,3,3,2,4,1,3,4,4,"The man in the red plaid shirt was talking about how much he enjoyed the wick furniture set.  The set had plush cushions.",3,2,3,1,2,4,3,1,4,4,0,0,0,0,1,0
"174",2,56,"English","",1,3,1,4,1,2,0,0,1,2,3,3,3,2,2,2,2,2,2,2,4,4,"500",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,6,4,4,4,4,4,1,4,1,1,1,1,1,4,1,4,4,4,"This was an ad for outdoor furniture with a picture of a guy in a red and black plad shirt. It was a very simple ad. I didn't find it particularly interesting. ",4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,1
"175",2,56,"English","",1,4,6,2,0,1,0,1,0,2,1,5,2,2,4,2,2,2,2,2,4,3,"200",4,1,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,6,4,4,3,3,3,3,3,4,4,4,3,4,"saw a lady smiling and ad said about making the right choice ",3,4,4,3,3,4,3,3,3,3,0,0,1,0,0,0
"176",2,61,"English","61",2,5,4,4,1,1,0,1,0,2,1,3,2,2,2,2,2,2,2,4,2,7,"250",6,2,6,5,6,1,4,6,7,5,4,1,6,7,4,6,6,6,6,6,6,1,6,7,1,6,7,1,6,7,7,7,5,5,2,4,1,6,2,2,2,5,4,2,2,6,3,3,6,3,"Wicker outdoor furniture. 2 Chairs, a Love Seat.  Gray cushions. All-weather.  I'm not fond of wicker furniture myself. The wording is a bit confusing, I had to read it 3 times and really pause at the commons. Sounds like the cushions are going to entertain. ",4,3,3,2,3,3,3,2,3,4,0,0,0,0,1,0
"177",2,27,"english","",1,2,1,3,0,0,1,0,0,1,1,1,2,2,2,4,3,3,3,3,6,1,"200",6,2,6,6,6,2,2,6,6,6,6,2,6,6,4,6,6,6,6,6,6,1,6,7,1,5,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,"this advertisement is for home furniture and home decoram",2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0
"178",1,22,"Indonesian","10 years",1,6,3,5,1,2,0,0,1,1,3,4,3,1,1,4,2,3,2,2,6,2,"200",6,4,6,6,5,4,2,5,5,7,5,3,3,6,3,6,6,5,6,7,5,4,5,6,3,4,5,2,4,3,4,6,7,6,4,1,6,6,3,1,2,2,2,3,4,4,3,3,2,3,"the right choice to buy wicker chair. stylish and comfortable wicker chair with pillows ",2,3,1,2,1,2,3,2,4,2,0,0,0,0,0,1
"179",2,33,"english","33",1,2,3,3,0,2,0,0,1,1,5,2,4,2,2,3,3,1,2,3,6,2,"150",5,2,3,5,3,6,3,4,5,4,3,2,7,7,4,3,6,5,5,6,5,3,4,5,5,5,7,2,3,5,7,5,6,4,2,6,3,6,2,3,3,3,2,3,3,5,2,3,5,5,"wicker furniture advert, woman in check shirt and sunglasses (who didn't seem to fit with the tone)",3,2,3,2,4,2,3,4,4,5,0,0,0,1,0,0
"180",1,39,"English","",2,1,4,5,0,0,1,0,0,1,1,1,3,3,3,3,3,3,3,2,4,4,"600",5,4,4,5,5,4,4,4,4,4,4,3,5,4,4,4,5,5,5,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,4,5,4,5,3,3,3,3,3,3,3,4,3,3,4,4,"The ad is about a wicker set, and features a girl wearing glasses claiming that it's the right choice for her",3,3,3,3,3,3,3,2,4,4,1,0,0,0,0,0
"181",1,40,"English","",1,1,4,5,1,2,0,0,1,1,5,5,4,2,2,4,4,4,3,2,6,2,"400",4,2,2,3,2,6,4,2,4,6,2,6,3,5,3,2,6,2,2,5,3,6,5,4,6,2,4,6,2,1,2,5,4,2,2,3,2,4,2,2,1,1,1,2,2,3,2,4,3,3,"This advertisement displays a set of outdoor wicker furniture. It also shows some random guy wearing sunglasses and a big smile. The guy appears to be out of place in this ad, and to that point, he covers up half of the furniture. The ad discussed stylish furniture, and this guy did not appear to be very stylish, either. The ad also contained a strange, unrelated message: ""It's the right choice because it's my choice."" Overall, the ad contained several mixed messages, making it confusing and ineffective. But the furniture looked nice.",6,6,6,4,3,5,3,5,7,4,0,0,0,0,0,1
"182",2,66,"American English","",1,5,2,5,1,0,1,0,0,2,1,3,2,1,1,2,2,2,2,2,4,7,"650",4,4,2,4,3,6,4,3,2,4,3,4,4,5,4,5,6,4,4,5,4,4,5,3,7,5,4,2,6,2,1,6,5,4,2,3,2,3,7,3,3,2,3,3,3,3,7,7,7,4,"Outdoor ""living room"" seating with a 2-seater couch, two chairs, and a coffee table. Gray cushions. Wicker. For the record, most of that type of furniture is not suitable for a person of my weight. / Smiling man standing in front of them with his arms folded. Quote from him I don't remember.",5,5,3,4,4,7,4,4,7,7,0,1,0,0,0,0
"183",2,48,"english","",1,1,2,4,0,2,0,0,1,1,4,5,4,2,2,3,4,4,4,3,3,5,"175",3,4,1,4,1,7,4,2,4,6,4,5,4,4,4,4,4,3,4,4,4,5,4,4,6,2,4,2,1,1,3,3,4,2,2,4,2,3,5,4,4,4,4,5,5,7,3,4,7,6,"the furniture is nice but the ad could be improved, its quite dull, the furniture could be better styled to look more on trend, the woman looks odd, she deosn't sell it to me",5,4,5,4,3,2,4,4,4,5,0,0,0,1,0,0
"184",1,22,"english","0",1,2,2,5,0,1,0,1,0,1,5,3,4,3,3,4,3,3,3,4,6,2,"600",5,4,5,5,6,3,1,6,6,NA,5,NA,5,6,5,6,6,6,NA,6,6,3,6,6,2,5,5,2,6,5,6,6,6,6,7,7,5,4,3,3,3,1,2,2,3,3,2,2,3,5,"Is an advertisement for dining and women's clothing",2,4,2,2,2,3,3,2,2,3,0,0,1,0,0,0
"185",1,38,"English","",2,1,2,6,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,"1000",6,2,6,6,6,1,1,6,6,6,6,2,6,6,4,6,6,6,6,6,6,2,6,6,2,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,"You see a person wearing glasses and red shirt promoting a wooden outdoor furniture and cushions",1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,0
"186",2,67,"English","",1,5,2,2,1,1,0,1,0,1,3,3,4,1,3,4,2,3,4,2,1,7,"300",5,6,2,4,4,6,7,5,7,7,3,4,7,7,5,6,6,4,7,7,4,6,4,7,4,5,7,1,1,5,7,7,4,3,3,4,3,4,3,3,1,7,3,3,1,7,1,5,7,7,"It was or look like a wicker brown patio set. Man was wearing a red plaid shirt, had brown hair glasses. Said he likjes this set",4,6,4,5,7,1,3,1,4,7,0,0,0,0,1,0
"187",1,23,"English","",2,1,4,4,1,2,0,0,1,1,3,5,5,5,4,5,5,5,5,4,5,4,"500",7,1,1,5,2,7,4,3,4,5,5,4,7,7,1,5,5,3,4,6,2,1,6,7,1,1,7,1,5,3,2,3,5,6,3,3,5,7,1,1,1,1,1,1,2,6,3,2,5,7,"It showed some stuff in the background, but not much because the main focus is the guy standing with the shades on.",3,4,3,2,3,5,3,3,3,4,0,0,0,0,0,1
"188",2,22,"english","",2,4,4,3,0,0,1,0,0,1,2,4,4,4,2,4,4,4,4,4,5,3,"300",6,5,5,5,4,3,4,5,5,5,6,5,5,5,4,5,5,6,4,5,5,5,5,5,3,4,4,5,4,5,3,4,5,5,3,5,4,4,2,2,2,3,3,2,3,4,3,4,2,3,"i see a woman with glasses, and a furniture set that is grey and made out of wood/wicker. ",2,3,3,3,2,3,3,2,3,3,1,0,0,0,0,0
"189",2,35,"English","",1,3,2,5,0,0,1,0,0,2,1,1,3,2,2,4,3,4,3,3,4,4,"299",4,6,2,4,2,6,2,2,4,6,2,6,2,4,2,4,4,4,4,2,2,6,4,4,6,2,6,2,6,2,2,4,6,6,4,6,4,2,2,2,2,2,2,2,2,4,1,4,4,4,"It was an ad for wicker furniture. There was a description saying how nice it was. On the right, there was a girl saying, ""It's my choice because it's the right choice."" That choice of words to put there seems unrelated to furniture and honestly kind of weird.",5,4,5,4,4,4,4,4,5,5,1,0,0,0,0,0
"190",2,45,"english","",2,4,5,2,0,0,1,0,0,1,3,4,2,2,1,2,1,1,2,1,6,2,"450",7,2,7,7,7,1,2,6,7,7,6,1,7,7,4,6,7,7,7,7,7,1,6,7,2,6,6,4,6,7,7,7,6,7,4,5,5,7,1,2,1,1,1,3,1,2,1,3,1,3,"Stylish for everyone wicker furniture a woman with glasses",2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0
"191",2,37,"English","",1,1,3,5,1,1,0,1,0,1,2,3,3,2,2,3,3,3,4,2,3,6,"350",3,6,3,2,4,6,4,3,4,6,3,6,3,2,3,3,4,3,3,3,3,6,3,3,6,3,5,3,5,3,2,4,2,2,1,2,2,2,2,2,2,2,3,2,3,5,3,3,6,3,"I saw the wicker seating set with the plush cushions, the guy who thinks his choice is always the right choice and it came across rather arrogant. I liked the item itself, though. I think the guy and the thought bubble with his words ruined the ad. ",5,5,3,5,4,3,4,4,6,5,0,0,0,0,1,0
"192",1,56,"English","",1,1,4,4,1,2,0,0,1,1,5,5,2,4,2,2,2,2,2,2,2,6,"500",7,2,5,7,7,1,3,6,7,7,7,1,7,7,1,6,7,6,6,7,7,6,7,7,2,6,7,1,6,7,7,7,6,6,5,4,5,6,1,2,2,2,2,2,1,1,5,4,3,2,"I saw a young white yuppie male standing in front of some wicker furniture on a ptio. He had on a red shirt, white t shirt and was wearing sun glasses. The wicker furniture had grey cushions. there was white fence around the patio.",1,1,2,1,2,1,2,1,1,1,0,0,0,0,0,1
"193",1,59,"English","",2,1,3,2,1,0,1,0,0,1,2,2,3,2,3,3,2,2,2,3,4,3,"199",5,4,5,5,4,4,4,4,5,4,5,4,6,6,4,5,5,5,5,6,5,4,4,5,4,5,4,3,4,5,4,4,5,4,4,5,5,6,3,4,3,3,3,3,3,4,3,3,4,4,"about style and comfort. Boy chooses the all weather wicker seats.",3,4,4,3,3,2,4,3,3,3,0,1,0,0,0,0
"194",2,21,"English","",2,6,5,5,1,1,0,1,0,1,5,5,3,2,2,3,3,3,3,3,4,3,"600",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,5,4,4,5,4,3,2,2,1,4,4,4,4,4,4,4,"I saw a pretty wicker outdoor furniture set with plushy grey cushions behind a picture of a smiling guy wearing sunglasses. I thought it was nice, but it didn't tell me wear to get this great furniture.",5,4,4,3,3,7,2,1,3,4,0,0,0,0,1,0
"195",1,21,"english","",2,1,5,6,1,0,1,0,0,1,1,3,4,3,2,2,2,3,4,3,7,4,"200",7,4,6,6,5,1,6,6,6,6,6,3,6,6,4,4,6,5,6,6,6,4,6,6,4,5,3,4,5,5,4,5,6,5,5,6,5,4,1,2,2,3,3,2,1,2,2,2,3,2,"You can observe a room well furnished, the model that presents the image has appropriate clothing for the occasion",1,1,1,1,2,4,1,1,2,2,0,1,0,0,0,0
"196",1,33,"English","",1,1,3,5,0,1,0,1,0,1,4,2,3,2,2,2,3,2,3,2,6,2,"800",6,2,7,6,6,2,2,6,6,6,6,5,6,6,5,6,5,5,5,5,5,2,5,5,2,5,6,2,6,5,6,6,6,6,4,6,5,4,3,2,2,1,2,2,2,3,2,3,3,4,"It can be noticed that this ad is part of a brand of quality and that takes into account its customers.",2,2,2,1,2,3,3,3,2,2,0,0,1,0,0,0
"197",1,27,"English","",2,1,6,5,0,2,0,0,1,2,1,1,2,3,1,4,4,2,3,1,7,1,"50",7,2,6,7,5,2,1,7,7,7,7,7,7,6,4,5,7,7,5,4,5,4,6,7,1,5,3,1,4,7,5,7,7,5,7,7,7,4,1,1,1,2,3,1,1,2,1,3,6,5,"Definitely a very good advertisement, very appealing. It helps the person to be attracted to the product offered. I really like the way it envelops the person to buy it. Excellent.",1,2,2,1,1,3,3,3,1,1,0,0,0,1,0,0
"198",2,37,"English","N/A",1,4,2,5,1,0,1,0,0,1,1,2,4,3,2,4,4,3,4,3,4,4,"400",4,6,4,5,4,4,5,4,4,2,3,1,7,7,4,5,4,4,4,5,4,4,4,6,4,3,4,1,2,4,4,5,3,4,2,2,2,5,2,4,3,3,2,2,3,4,2,2,4,4,"I seen a guy talking about how he chose this furniture because it was the right choice. I seen the wicker furniture in the background and some information about it on the bottom of the ad. I thought the ad was alright. Nothing special stood out to me.",2,3,4,2,3,2,2,1,2,3,0,1,0,0,0,0
"199",2,47,"English","n/a",2,2,5,3,0,0,1,0,0,1,1,3,3,2,2,2,2,2,2,2,6,1,"2500",7,1,6,7,7,1,4,6,7,4,5,1,7,7,4,6,6,5,6,7,5,1,4,7,1,7,7,1,6,7,7,7,5,4,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,"wicker set.. comfortable and the ""right choice"" for the girl in ad",1,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0
"200",1,41,"english","",1,1,3,3,0,1,0,1,0,1,4,3,4,2,3,3,4,3,4,2,4,4,"120",4,6,4,4,3,6,3,4,4,7,5,4,2,4,1,4,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,5,4,4,4,3,5,3,2,4,4,3,3,3,3,4,3,4,4,"I see a confident woman wearing sunglasses in front of an outdoor furniture set. I am not sure the correlation of confidence and this particular furniture, it feels mismatched. I normally associate outdoor furniture to images without people in them. I also expected to see more nature, like a yard or lawn, which i can't really see here. I am not particularly persuaded to purchase it.",3,3,3,3,3,6,3,5,5,5,0,0,1,0,0,0
"201",2,32,"english","32",1,2,4,5,1,2,0,0,1,1,5,5,5,5,5,5,5,5,5,5,7,1,"800",7,1,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,2,7,7,2,6,6,2,7,7,7,7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"i´m feel interesting and wonderfull is really like this ad",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1
"202",2,28,"english","",2,2,3,3,1,1,0,1,0,2,4,3,2,1,1,2,2,2,2,2,7,1,"300",7,1,7,6,6,1,1,7,7,7,5,1,5,7,3,7,7,7,7,7,7,1,7,7,1,5,7,4,4,7,7,7,6,6,6,6,4,5,1,1,1,1,1,1,1,1,1,1,2,2,"I like that this wicker chair set is suitable for all types of weather. It also look stylish and comfortable. ",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"203",1,59,"english","",1,5,4,5,0,2,0,0,1,2,3,5,3,2,2,2,3,2,3,2,3,3,"1500",4,3,3,3,4,5,4,3,4,5,5,4,6,6,5,4,6,5,6,6,4,4,4,5,4,3,3,5,3,5,5,3,6,4,5,5,3,6,2,3,3,2,2,2,3,4,3,3,5,4,"I saw an ad for outdoor wicker furniture with cushioned seats and backs. It appeared to be a fairly generic ad that could have been from almost any retailer.",4,3,3,3,2,4,3,2,3,4,0,0,0,1,0,0
"204",1,34,"English","",1,3,7,2,0,0,1,0,0,1,1,2,4,2,2,3,4,3,4,2,4,4,"500",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,3,3,4,5,3,4,4,4,"An ad for a wicker set and a woman standing in front of it. It seemed like your basic advertisement.",4,4,4,3,3,5,3,2,4,5,1,0,0,0,0,0
"205",2,20,"English","",1,6,2,3,0,1,0,1,0,1,4,1,2,2,2,2,2,2,2,2,3,3,"500",5,6,2,2,6,3,6,3,7,6,2,5,6,5,5,5,6,6,6,7,5,5,3,5,3,2,6,1,5,2,2,6,3,5,2,2,6,6,2,2,2,3,3,2,3,3,1,3,3,4,"Wicker seating for outdoor use in any weather and a woman smiling with the quote of making the right choice. It is a bit wordy, and the woman is a bit jarring. The header of the advertisement is good, just needs to shorten the detailed paragraph. Perhaps photograph the woman so that she is using the furniture instead.",3,4,5,2,4,2,3,1,3,3,0,0,1,0,0,0
"206",2,25,"spanish","20",1,1,4,6,0,2,0,0,1,1,5,4,2,2,2,2,2,2,2,2,5,3,"250",6,6,6,4,5,3,2,6,5,6,6,2,3,6,2,6,6,6,5,6,6,3,6,6,3,5,6,4,5,6,6,6,6,5,5,6,4,6,2,2,2,2,2,2,2,2,3,3,3,4,"A young lady is looking confident and assertive in saying her choice was right for this outdoor seating. The furniture was good looking, wicker, and had a nice color. I felt a little pressured to buy it.",2,2,2,2,2,3,2,2,2,2,0,0,0,1,0,0
"207",1,27,"English","n/a",1,3,1,2,1,1,0,1,0,1,5,5,4,4,3,4,4,3,3,4,2,7,"399",4,6,3,3,4,5,6,4,5,5,2,4,4,4,4,2,4,3,4,3,4,4,3,6,4,2,4,1,4,3,2,6,4,2,4,4,1,2,4,5,3,5,3,3,4,6,4,5,3,2,"I saw an ad for patio furniture. The furniture looked nice, but I thought the guy in the ad did not really fit the ad very well, even if he was just in it for his opinion on the furniture.",3,2,4,2,5,4,3,6,4,4,0,0,0,0,1,0
"208",2,22,"English","16",2,2,2,3,1,2,0,0,1,1,4,3,2,4,2,3,2,2,4,3,7,2,"500",6,6,7,6,4,2,5,6,2,2,1,4,6,6,2,4,7,7,5,7,6,2,4,2,5,2,6,7,5,2,5,6,6,5,2,7,5,6,3,1,2,5,4,2,1,4,2,6,7,5,"This advertisement introduces furniture: table and chair. I see a man in the ad and a quotes ""It is my choice, because it's the right choice.""",2,1,1,2,5,6,2,1,3,4,0,0,0,0,0,1
"209",2,48,"english","",1,1,2,3,0,2,0,0,1,1,5,5,4,4,3,4,4,4,4,4,4,4,"250",2,4,4,2,4,6,4,2,4,4,3,4,4,5,4,4,4,4,4,6,4,4,4,4,5,3,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,3,3,3,3,5,4,4,5,5,"ad for cushioned wicker furniture set, not sure why the girl in sunglasses is prominent. ha to read text to actually know.",4,4,5,2,4,4,3,3,6,4,0,0,0,1,0,0
"210",2,24,"English","",1,1,4,5,1,0,1,0,0,2,4,3,3,2,2,2,4,2,2,2,6,2,"250",5,2,6,4,5,3,4,6,4,5,6,3,6,6,4,5,6,5,5,6,5,3,4,5,3,6,5,3,6,6,5,5,6,3,4,5,2,6,3,4,3,3,2,2,2,3,2,3,2,4,"It looks cool and comfy and very personable, but I didn't see any branding.",3,3,5,3,2,5,3,3,4,2,0,1,0,0,0,0
"211",2,29,"English","",1,2,4,5,0,2,0,0,1,1,5,5,4,2,3,3,3,3,3,2,5,4,"200",4,3,3,2,3,4,5,4,4,4,4,4,4,4,5,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,2,4,4,4,3,4,3,3,3,3,3,3,4,3,4,4,4,"The picture was of an oddly dressed woman and nice furniture ",5,5,6,6,6,4,6,6,6,6,0,0,0,1,0,0
"212",1,28,"Tamil","10 years",2,1,4,5,0,0,1,0,0,1,1,1,2,2,2,2,2,2,2,2,6,4,"300",6,2,6,6,6,6,6,6,6,6,6,2,5,5,6,6,6,6,6,7,6,2,6,6,6,6,6,6,5,3,5,7,6,6,6,6,6,6,2,3,2,2,2,2,2,2,2,2,2,4,"The ad is about the all-weather seating. brand name and material information is missing",2,2,2,2,2,2,2,2,3,3,1,0,0,0,0,0
"213",1,26,"English ","",1,1,3,5,1,0,1,0,0,1,1,4,3,3,3,3,3,3,3,3,5,3,"200",6,3,4,3,4,5,6,6,4,4,5,3,4,5,4,4,5,4,4,4,4,4,5,4,4,6,5,4,4,5,5,4,6,5,5,5,6,5,3,4,5,4,5,4,4,5,4,5,5,4,"Outdoor furniture that can withstand the elements, particularly the fabric that is used",3,4,4,4,4,4,3,4,3,4,0,1,0,0,0,0
"214",2,39,"english","",1,3,1,2,1,1,0,1,0,2,3,3,4,2,2,3,3,3,3,3,6,2,"299",5,4,2,4,4,4,6,4,6,4,5,1,4,7,4,5,5,4,4,7,4,3,3,7,4,6,6,1,4,6,7,7,4,3,2,2,1,6,1,2,1,1,1,1,1,2,1,2,3,4,"I like the furniture set that's pictured. It looks comfortable and sturdy. The phrase that the guy is saying though? It seems backwards. He's saying It's my choice because it's the right choice... / I think it would come across better if it was ""It's the right choice because it's my choice.""",3,3,3,1,3,2,1,1,2,2,0,0,0,0,1,0
"215",2,44,"English","",1,4,3,2,1,0,1,0,0,1,2,3,3,2,2,2,3,2,2,2,7,2,"500",6,1,7,4,7,3,1,6,7,6,7,3,7,7,4,7,7,7,7,7,7,2,5,7,3,6,7,1,6,7,7,7,5,5,4,4,4,6,1,2,1,1,1,1,1,1,1,1,1,4,"The ad is about choosing the best furniture for you.",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"216",1,34,"English","",1,1,1,2,0,0,1,0,0,1,2,3,3,1,2,3,2,2,3,1,5,3,"499",5,2,5,7,6,1,2,6,7,3,6,5,6,6,4,7,6,5,7,7,5,2,6,5,1,5,5,2,4,6,7,7,5,6,6,5,6,6,3,1,2,2,3,1,2,3,3,1,2,2,"A woman advertsing furniture for afordable prices, the ad was visual pleaseing and easy on the eyes and the writign was convincing to believe although the lack of detail would hold me back.",3,2,3,1,4,5,2,3,3,2,1,0,0,0,0,0
"217",2,33,"English","",1,1,2,3,0,2,0,0,1,1,5,3,5,5,4,4,4,5,4,4,4,2,"200",4,4,5,4,4,4,4,4,4,4,5,1,6,6,4,5,5,5,5,5,4,1,4,6,3,4,4,4,4,4,4,4,6,4,5,5,3,4,2,2,2,2,2,3,3,3,2,4,3,4,"Wicker outdoor furniture and a smiling girl with a red plaid jacket and sunglasses. It was a nice ad.",3,3,3,3,2,3,2,2,4,4,0,0,0,1,0,0
"218",2,26,"english","",2,1,3,3,1,1,0,1,0,1,5,5,3,2,2,3,3,4,3,2,5,2,"900",4,1,4,2,4,5,5,5,4,5,4,4,7,7,5,4,5,4,4,6,4,4,4,5,5,5,6,2,4,5,6,5,4,4,2,2,2,6,2,3,2,2,2,2,2,4,2,3,4,5,"I saw an ad about outdoor wicker furniture that said it was durable, held up in all weather, and was comfortable. I also saw a guy in a red and black checkered shirt and sunglasses with a quote that said, ""It's the right choice because it's my choice"". I did like the look of the furniture and the features were appealing, but the guy seemed out of place for this ad.",3,3,3,2,3,2,2,3,3,4,0,0,0,0,1,0
"219",1,49,"English","",1,2,4,3,1,2,0,0,1,1,5,5,4,2,2,3,4,4,4,3,5,5,"280",4,5,3,3,3,5,4,3,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,5,5,4,5,3,4,2,1,3,3,4,3,4,3,3,3,5,2,4,5,4,"A young man wearing a red and black shirt and sunglasses is standing with his arms crossed in the foreground. Behind him is a photo of an ""all-weather"" patio set of wicker and cushions. The banner across the top of the ad says Stylish options to suit any taste. The man is saying This is my choice because it's the right choice. To me, the headline sounds more like clothing than furniture. What the man says doesn't make any sense. The whole ad seems somehow discordant rather than cohesive.",5,5,7,4,5,5,3,5,6,7,0,0,0,0,0,1
"220",1,28,"english","",2,1,4,6,0,2,0,0,1,2,4,4,2,2,1,3,3,3,2,3,6,6,"500",6,2,6,6,7,1,4,7,7,6,6,3,6,6,3,6,6,6,7,6,6,2,6,6,1,7,1,2,4,6,5,7,6,6,5,6,6,4,2,2,2,2,2,2,1,2,2,3,4,5,"Is an advertisement where we recommend as a good option the purchase of armchairs, the message meparece convincing and attractive",2,2,1,2,2,2,2,2,2,2,0,0,0,1,0,0
"221",1,45,"english","",1,1,5,6,1,1,0,1,0,1,4,2,2,4,2,2,2,3,3,4,4,3,"300",6,3,3,4,3,3,5,3,5,3,4,5,5,5,5,4,6,3,4,5,4,5,3,4,6,5,6,2,4,3,3,3,5,4,2,4,3,5,2,3,3,3,3,2,2,3,2,3,4,4,"Ad for wicker furniture with furnished room and happy customer.",2,2,3,2,2,3,3,3,4,4,0,0,0,0,1,0
"222",2,51,"English","",2,1,4,6,1,0,1,0,0,1,1,3,5,4,4,5,5,5,5,5,1,7,"50",1,4,1,1,1,7,4,1,4,1,1,7,4,6,7,1,4,1,1,3,1,7,1,1,7,1,3,2,1,1,1,4,3,3,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,"It's way too vague. I get that the material of the set is apparently durable in weather, but there's really hardly any relevant information. Some random guy in glasses who means nothing to me and on top of that, he's clearly a model, so makes me mistrust the ad even more. He says something like It's my choice because it's the right choice, which is pure nonsense. I mean, does that statement even make sense? At all? I think, even if you switched it around to It's the right choice because it's my choice, would even make more sense than the way it is. The gray colors don't stand out either and the set is so far away you can't really see it properly and the random guy is in front of everything. It's a very very poor generic ad that I would pay no attention to, even if I were looking for some patio set.",7,7,7,7,7,7,7,6,7,7,0,1,0,0,0,0
"223",1,51,"English","",1,2,3,5,0,0,1,0,0,1,1,1,2,2,2,2,2,2,2,3,2,6,"250",2,2,4,1,2,7,7,2,4,3,3,6,5,5,2,2,3,2,2,6,2,4,2,3,6,6,5,2,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,7,7,6,7,"the ad shows an all weather wicker seating set. the ad does not describe any features or benefits of the product, so is uninformative and not convincing. there is a picture of a woman in the ad supposedly endorsing the product, she takes up too much of the ad and her words of endorsement are generic and again uncompelling.",6,5,6,5,4,6,5,5,6,7,1,0,0,0,0,0
"224",1,27,"english","",2,1,6,5,1,0,1,0,0,1,1,1,1,1,2,4,3,2,1,3,7,1,"45",7,1,7,7,4,2,3,7,6,7,4,4,6,7,4,6,5,6,4,7,7,4,7,7,4,1,7,4,1,7,1,7,6,7,4,4,7,4,1,1,2,1,2,2,4,1,1,1,4,2,"Very convincing, the way it envelops the person, convinces her to buy the product.",1,3,1,1,4,1,3,2,1,1,0,1,0,0,0,0
